"X","USDAcode","GPI_status"
2013,"ALMA11","invasive"
2014,"ALPU4","invasive"
2015,"ALVA2","invasive"
2016,"AMPE2","invasive"
2017,"NEAR5","invasive"
2018,"ARHU8","invasive"
2019,"ARTE3","invasive"
2020,"ARRI3","invasive"
2021,"AVCA","invasive"
2022,"BACR","invasive"
2023,"BALU2","invasive"
2024,"BAPR","invasive"
2025,"BAAS3","invasive"
2026,"BAPU","invasive"
2027,"BAVA","invasive"
2028,"BODA","invasive"
2029,"BRDI8","invasive"
2030,"BRSU3","invasive"
2031,"CAPU13","invasive"
2032,"CAVI22","invasive"
2033,"CABI11","invasive"
2034,"CAIN4","invasive"
2035,"CAEN4","invasive"
2036,"CAJA3","invasive"
2037,"CEPU6","invasive"
2038,"CHEL5","invasive"
2039,"CIME4","invasive"
2040,"CLGY","invasive"
2041,"COVA3","invasive"
2042,"COOF2","invasive"
2043,"COHI4","invasive"
2044,"COOB3","invasive"
2045,"COSP4","invasive"
2046,"CRVE5","invasive"
2047,"CRAR5","invasive"
2048,"CUDI2","invasive"
2049,"CUHY","invasive"
2050,"CUSE2","invasive"
2051,"CYCI","invasive"
2052,"CYNL80","invasive"
2053,"CYPL2","invasive"
2054,"CYAM3","invasive"
2055,"CYIM","invasive"
2056,"DASC3","invasive"
2057,"DEST4","invasive"
2058,"DICA35","invasive"
2059,"DOWA2","invasive"
2060,"DYLU","invasive"
2061,"ECCR2","invasive"
2062,"EIPA","invasive"
2063,"EPRA2","invasive"
2064,"ERAT3","invasive"
2065,"ERCI2","invasive"
2066,"ERJA4","invasive"
2067,"ERAM7","invasive"
2068,"ERUN","invasive"
2069,"ERVA7","invasive"
2070,"COCI4","invasive"
2071,"EUTI","invasive"
2072,"FIPU2","invasive"
2073,"FILI3","invasive"
2074,"GAGL6","invasive"
2075,"GANU5","invasive"
2076,"GEJA","invasive"
2077,"GLPA4","invasive"
2078,"GMAR","invasive"
2079,"HEQU","invasive"
2080,"INOX","invasive"
2081,"INHE3","invasive"
2082,"IPOB","invasive"
2083,"IPOC2","invasive"
2084,"ISRU","invasive"
2085,"KABL","invasive"
2086,"LAPU6","invasive"
2087,"LAIN","invasive"
2088,"LASP","invasive"
2089,"LAOD","invasive"
2090,"LEPE","invasive"
2091,"LESI","invasive"
2092,"LEFU21","invasive"
2093,"LEPAM","invasive"
2094,"LENE2","invasive"
2095,"LICR","invasive"
2096,"LUPL","invasive"
2097,"MAZA","invasive"
2098,"MEBI","invasive"
2099,"MICA9","invasive"
2100,"MOCI3","invasive"
2101,"MOOL","invasive"
2102,"MUNU","invasive"
2103,"MYPI","invasive"
2104,"MYBA3","invasive"
2105,"NECA4","invasive"
2106,"NECA8","invasive"
2107,"NIPL2","invasive"
2108,"ODCU","invasive"
2109,"OLCO","invasive"
2110,"OLHE3","invasive"
2111,"PAAQ2","invasive"
2112,"PAIN7","invasive"
2113,"PADE6","invasive"
2114,"PAFA4","invasive"
2115,"PEAM3","invasive"
2116,"POCH6","invasive"
2117,"PIRA","invasive"
2118,"PLAM2","invasive"
2119,"SOSC7","invasive"
2120,"PLAU6","invasive"
2121,"POSU8","invasive"
2122,"PODI","invasive"
2123,"PTIN2","invasive"
2124,"PTMA7","invasive"
2125,"PTEL","invasive"
2126,"RETR","invasive"
2127,"TOSU","invasive"
2128,"RUEQ","invasive"
2129,"SEMU5","invasive"
2130,"SESE7","invasive"
2131,"SESE8","invasive"
2132,"SEBA","invasive"
2133,"SILI6","invasive"
2134,"SIRE7","invasive"
2135,"SIAN5","invasive"
2136,"SOQU","invasive"
2137,"SOSE","invasive"
2138,"SPCH3","invasive"
2139,"SPTE3","invasive"
2140,"SYMA2","invasive"
2141,"TARO","invasive"
2142,"MARE11","invasive"
2143,"DEPI","invasive"
2144,"EUME12","invasive"
2145,"CYCR11","invasive"
2146,"BATE6","invasive"
2147,"STAL6","invasive"
2148,"THDU","invasive"
2149,"LERA5","invasive"
2150,"PEAL7","invasive"
2151,"AEUM","invasive"
2152,"ANCO40","invasive"
2153,"ASAD10","invasive"
2154,"BRSC3","invasive"
2155,"CAPA73","invasive"
2156,"CRFO2","invasive"
2157,"ERCA19","invasive"
2158,"GEMO","invasive"
2159,"HECR2","invasive"
2160,"ONCA3","invasive"
2161,"ROCR3","invasive"
2162,"TRCH6","invasive"
2163,"TREC2","invasive"
2164,"TRNI3","invasive"
2165,"TRST13","invasive"
2166,"TRTO4","invasive"
2167,"VUCI","invasive"
2168,"DIVI6","invasive"
2169,"PIMO7","invasive"
2170,"SPPO","invasive"
2171,"RUAQ","invasive"
2172,"RAAQ","invasive"
2173,"STPE15","invasive"
2174,"PONO2","invasive"
2175,"POPUT3","invasive"
2176,"POAME","invasive"
2177,"NAMA","invasive"
2178,"MYVE3","invasive"
2179,"LEGI","invasive"
2180,"EPPA","invasive"
2181,"ELAM3","invasive"
2182,"CYPU3","invasive"
2183,"CADI44","invasive"
2184,"CUMY","invasive"
2185,"SARE3","invasive"
2186,"LEHE","invasive"
2187,"URDI4","invasive"
2188,"DIBI","invasive"
2189,"URAD","invasive"
2190,"ERCI","invasive"
2191,"DIHO","invasive"
2192,"DIFU","invasive"
2193,"ALMA12","invasive"
2194,"VIRE7","invasive"
2195,"CLBU","invasive"
2196,"CEMO5","invasive"
2197,"KOPA","invasive"
2198,"TESE8","invasive"
2199,"VATO","invasive"
2200,"SEME9","invasive"
2201,"RUACT","invasive"
2202,"MEAQ","invasive"
2203,"SARA2","invasive"
2204,"WARO","invasive"
2205,"PHRE","invasive"
2206,"AMCA6","invasive"
2207,"AMTE3","invasive"
2208,"ANCY","invasive"
2209,"ASTU","invasive"
2210,"BOGR2","invasive"
2211,"KOMA","invasive"
2212,"LOSE","invasive"
2213,"LUPE3","invasive"
2214,"DAVI","invasive"
2215,"LATR2","invasive"
2216,"OLRIR","invasive"
2217,"SONU2","invasive"
2218,"HESU3","invasive"
2219,"SANI","invasive"
2220,"CADU6","invasive"
2221,"MEMI","invasive"
2222,"PLOV","invasive"
2223,"LIGE","invasive"
2224,"CYFL2","invasive"
2225,"EUGR5","invasive"
2226,"COKO2","invasive"
2227,"STHA","invasive"
2228,"SANIC4","invasive"
2229,"LIBE3","invasive"
2230,"PHGR22","invasive"
2231,"ALFI8","invasive"
2232,"BLLA3","invasive"
2233,"COOL","invasive"
2234,"DIRE7","invasive"
2235,"GNPO","invasive"
2236,"INTR","invasive"
2237,"IPER","invasive"
2238,"LYLA3","invasive"
2239,"LUOC","invasive"
2240,"MACA5","invasive"
2241,"MOVA","invasive"
2242,"PIMO3","invasive"
2243,"LEVA","invasive"
2244,"CAGI","invasive"
2245,"FUHE2","invasive"
2246,"CEDI7","invasive"
2247,"CEDE2","invasive"
2248,"EUGU5","invasive"
2249,"LUHY6","invasive"
2250,"PHMI14","invasive"
2251,"SIMO2","invasive"
2252,"OEPA5","invasive"
2253,"MIFL3","invasive"
2254,"SAOF","invasive"
2255,"SOBIA","invasive"
2256,"ATCO","invasive"
2257,"BOER4","invasive"
2258,"CAMA10","invasive"
2259,"JUAS","invasive"
2260,"ALST2","invasive"
2261,"BRDA80","invasive"
2262,"ELAM","invasive"
2263,"ACBI9","invasive"
2264,"ALSA2","invasive"
2265,"CEPU4","invasive"
2266,"IRGE","invasive"
2267,"NAPO","invasive"
2268,"ARSP2","invasive"
2269,"AGAV","invasive"
2270,"DAQU","invasive"
2271,"ACAD","invasive"
2272,"ALGE2","invasive"
2273,"EUSO3","invasive"
2274,"CACI15","invasive"
2275,"CAVI23","invasive"
2276,"CEHE3","invasive"
2277,"CEEL4","invasive"
2278,"COSA4","invasive"
2279,"ECCO3","invasive"
2280,"ECTE2","invasive"
2281,"GRBA","invasive"
2282,"LISI2","invasive"
2283,"LYHY3","invasive"
2284,"MOHI","invasive"
2285,"NYME","invasive"
2286,"EULE6","invasive"
2287,"PYFO","invasive"
2288,"PYCR7","invasive"
2289,"PYKO","invasive"
2290,"RUFL","invasive"
2291,"PIGL2","invasive"
2292,"SAGR","invasive"
2293,"POSI11","invasive"
2294,"SPTR2","invasive"
2295,"RHLY","invasive"
2296,"RHMA4","invasive"
2297,"CODI19","invasive"
2298,"EUCL6","invasive"
2299,"EUPE18","invasive"
2300,"EUTE","invasive"
2301,"CEAS","invasive"
2302,"CAHI10","invasive"
2303,"MAPU","invasive"
2304,"LACO3","invasive"
